0,0.7187224819456717
1,0.8097422477467155
2,0.6143350349543641
0,0.7542973128123964
1,0.8359046888288859
0,0.850047985256862
1,0.7396514199482286
0,0.7874609172930815
1,0.8642689578344593
0,0.7558627087002695
1,0.8178577917116143
2,0.6335882513965654
0,0.6890739166130554
1,0.655089045483913
2,0.7815996940345639
3,0.590064748485721
0,0.6989162744657332
1,0.8156924115777946
2,0.599229265337074
0,0.8488581395123397
0,0.875840288711563
0,0.6865200172467943
1,0.7971112766312834
2,0.7313620854930375
